"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1083","22a2a","113","113","321","19","19","6","0.2","0.2","0.2","0.2","0.2","0","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1084","211","223","113","331","23","19","9","0.333","0","0","0.333","0","0","0.333","0","-1","0.134","0.13","0.119","0.119","0.13","0.119","0.119","0.13","-1","0.119","0.133","0.12","0.12","0.133","0.12","0.12","0.133","-1"
"1085","22a2a","321","113","113","6","19","19","0.333","0","0.333","0","0.333","0","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1086","332","123","123","121","22","22","4","0.333","0.333","0.333","0","-1","-1","-1","-1","-1","0.256","0.256","0.224","0.263","-1","-1","-1","-1","-1","0.245","0.245","0.231","0.278","-1","-1","-1","-1","-1"
"1087","322b","323","223","222","24","23","14","0.333","0.333","0","0.333","0","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"1088","322a","312","323","323","12","24","24","0.333","0.333","0","0.333","0","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"1089","22a2a","222","311","311","14","3","3","0.333","0","0.333","0","0.333","0","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1090","331","131","331","231","7","9","8","0.202","0.192","0.202","0.202","0.202","-1","-1","-1","-1","0.217","0.217","0.189","0.189","0.189","-1","-1","-1","-1","0.199","0.199","0.201","0.201","0.201","-1","-1","-1","-1"
"1091","333","322","322","322","15","15","15","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"1092","22a2b","333","311","111","27","3","1","0.2","0.2","0.2","0.2","0.2","0","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"1093","211","223","111","312","23","1","12","0.124","0.131","0.131","0.124","0.131","0.131","0.105","0.124","-1","0.134","0.13","0.119","0.119","0.13","0.119","0.119","0.13","-1","0.119","0.133","0.12","0.12","0.133","0.12","0.12","0.133","-1"
"1094","322a","133","133","223","25","25","23","0.333","0.333","0","0.333","0","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"1095","22a2b","312","332","131","12","18","7","0.312","0","0.312","0","0.312","0.062","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"1096","22a2a","222","222","133","14","14","25","0.138","0.183","0.174","0.183","0.138","0.183","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1097","22a1","333","332","111","27","18","1","0.116","0.155","0.109","0.155","0.155","0.155","0.155","-1","-1","0.137","0.156","0.137","0.156","0.128","0.128","0.156","-1","-1","0.126","0.162","0.126","0.162","0.13","0.13","0.162","-1","-1"
"1098","322b","231","131","121","8","7","4","0","0.219","0.312","0.25","0.219","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"1099","22a2b","113","133","231","19","25","8","0.174","0.174","0.174","0.174","0.13","0.174","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"1100","22a2a","213","131","131","20","7","7","0.139","0.198","0.129","0.198","0.139","0.198","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1101","322a","332","233","233","18","26","26","0.171","0.171","0.244","0.171","0.244","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"1102","211","332","222","111","18","14","1","0.077","0.154","0.154","0.154","0.077","0.154","0.077","0.154","-1","0.134","0.13","0.119","0.119","0.13","0.119","0.119","0.13","-1","0.119","0.133","0.12","0.12","0.133","0.12","0.12","0.133","-1"
"1103","22b2b","232","133","112","17","25","10","0.167","0.208","0.135","0.135","0.208","0.146","-1","-1","-1","0.176","0.157","0.176","0.157","0.157","0.176","-1","-1","-1","0.166","0.167","0.166","0.167","0.167","0.166","-1","-1","-1"
"1104","111","122","311","233","13","3","26","0.113","0.113","0.113","0.113","0.113","0.107","0.107","0.113","0.107","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"1105","22a2a","113","321","321","19","6","6","0.129","0.198","0.139","0.198","0.139","0.198","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1106","22a1","213","233","121","20","26","4","0.11","0.157","0.102","0.157","0.157","0.157","0.157","-1","-1","0.137","0.156","0.137","0.156","0.128","0.128","0.156","-1","-1","0.126","0.162","0.126","0.162","0.13","0.13","0.162","-1","-1"
"1107","322a","213","333","333","20","27","27","0.185","0.16","0.247","0.16","0.247","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"1108","331","221","222","223","5","14","23","0.125","0.125","0.25","0.25","0.25","-1","-1","-1","-1","0.217","0.217","0.189","0.189","0.189","-1","-1","-1","-1","0.199","0.199","0.201","0.201","0.201","-1","-1","-1","-1"
"1109","22a2a","331","331","122","9","9","13","0.125","0.25","0.125","0.125","0.125","0.25","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1110","211","331","313","222","9","21","14","0.069","0.132","0.132","0.132","0.139","0.132","0.132","0.132","-1","0.134","0.13","0.119","0.119","0.13","0.119","0.119","0.13","-1","0.119","0.133","0.12","0.12","0.133","0.12","0.12","0.133","-1"
"1111","22b1","333","232","123","27","17","22","0.097","0.161","0.161","0.161","0.097","0.161","0.161","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"1112","211","132","221","323","16","5","24","0.12","0.133","0.08","0.133","0.133","0.133","0.133","0.133","-1","0.134","0.13","0.119","0.119","0.13","0.119","0.119","0.13","-1","0.119","0.133","0.12","0.12","0.133","0.12","0.12","0.133","-1"
"1113","333","122","122","122","13","13","13","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"1114","322b","123","133","132","22","25","16","0","0.19","0.345","0.121","0.345","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"1115","322a","331","331","221","9","9","5","0","0.177","0.323","0.177","0.323","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"1116","321","331","333","322","9","27","15","0","0.121","0.22","0.22","0.22","0.22","-1","-1","-1","0.189","0.164","0.171","0.152","0.152","0.171","-1","-1","-1","0.166","0.156","0.18","0.16","0.16","0.18","-1","-1","-1"
"1117","322b","112","113","313","10","19","21","0.051","0.186","0.339","0.085","0.339","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"1118","211","111","333","232","1","27","17","0.087","0.043","0.145","0.145","0.145","0.145","0.145","0.145","-1","0.134","0.13","0.119","0.119","0.13","0.119","0.119","0.13","-1","0.119","0.133","0.12","0.12","0.133","0.12","0.12","0.133","-1"
"1119","111","122","333","211","13","27","2","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"1120","22a1","223","132","112","23","16","10","0.037","0.183","0.046","0.183","0.183","0.183","0.183","-1","-1","0.137","0.156","0.137","0.156","0.128","0.128","0.156","-1","-1","0.126","0.162","0.126","0.162","0.13","0.13","0.162","-1","-1"
"1121","333","113","113","113","19","19","19","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"1122","111","321","112","233","6","10","26","0.125","0.125","0.125","0.125","0","0.125","0.125","0.125","0.125","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"1123","322b","211","111","131","2","1","7","0","0.135","0.385","0.096","0.385","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"1124","322b","232","332","333","17","18","27","0","0.132","0.377","0.113","0.377","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"1125","22a2a","333","111","111","27","1","1","0.099","0.247","0.086","0.247","0.074","0.247","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1126","111","113","231","322","19","8","15","0.02","0.136","0.122","0.109","0.136","0.116","0.122","0.116","0.122","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"1127","22a2a","223","223","331","23","23","9","0.138","0.183","0.183","0.156","0.183","0.156","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1128","22a2a","122","122","213","13","13","20","0.208","0.156","0.167","0.198","0.135","0.135","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1129","22a2b","332","322","233","18","15","26","0.208","0.177","0.167","0.115","0.208","0.125","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"1130","311","313","133","223","21","25","23","0.144","0.135","0.117","0.18","0.135","0.162","0.126","-1","-1","0.171","0.138","0.138","0.138","0.138","0.138","0.138","-1","-1","0.144","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1"
"1131","22a2b","333","133","111","27","25","1","0.187","0.187","0.187","0.131","0.159","0.15","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"1132","22a2b","311","211","332","3","2","18","0.277","0.046","0.262","0.062","0.308","0.046","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"1133","22a2a","333","111","111","27","1","1","0.299","0.075","0.194","0.075","0.299","0.06","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1134","322b","123","133","132","22","25","16","0.294","0.265","0.074","0.294","0.074","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"1135","22a2b","211","111","132","2","1","16","0.328","0.049","0.131","0.082","0.328","0.082","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"1136","321","113","122","121","19","13","4","0.556","0.083","0.056","0.139","0.028","0.139","-1","-1","-1","0.189","0.171","0.164","0.171","0.152","0.152","-1","-1","-1","0.166","0.18","0.156","0.18","0.16","0.16","-1","-1","-1"
"1137","322b","221","231","223","5","8","23","0.29","0.29","0.072","0.29","0.058","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"1138","321","313","323","133","21","24","25","0.323","0.065","0.113","0.113","0.323","0.065","-1","-1","-1","0.189","0.152","0.152","0.171","0.164","0.171","-1","-1","-1","0.166","0.16","0.16","0.18","0.156","0.18","-1","-1","-1"
"1139","22b2b","123","333","132","22","27","16","0.37","0.093","0.056","0.074","0.056","0.352","-1","-1","-1","0.176","0.157","0.176","0.157","0.157","0.176","-1","-1","-1","0.166","0.167","0.166","0.167","0.167","0.166","-1","-1","-1"
"1140","111","122","311","233","13","3","26","0.043","0.087","0.13","0.13","0.174","0.087","0.13","0.13","0.087","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"1141","322b","313","312","113","21","12","19","0.234","0.255","0.149","0.277","0.085","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"1142","322a","321","111","111","6","1","1","0.304","0.214","0.107","0.25","0.125","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"1143","22a2a","112","323","323","10","24","24","0.241","0.121","0.241","0.086","0.224","0.086","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1144","321","322","123","121","15","22","4","0.321","0.107","0.214","0.125","0.107","0.125","-1","-1","-1","0.189","0.171","0.164","0.171","0.152","0.152","-1","-1","-1","0.166","0.18","0.156","0.18","0.16","0.16","-1","-1","-1"
"1145","332","223","233","233","23","26","26","0.235","0.373","0.176","0.216","-1","-1","-1","-1","-1","0.256","0.256","0.263","0.224","-1","-1","-1","-1","-1","0.245","0.245","0.278","0.231","-1","-1","-1","-1","-1"
"1146","321","211","213","312","2","20","12","0.327","0.25","0.077","0.096","0.135","0.115","-1","-1","-1","0.189","0.164","0.171","0.152","0.152","0.171","-1","-1","-1","0.166","0.156","0.18","0.16","0.16","0.18","-1","-1","-1"
"1147","333","223","223","223","23","23","23","0.351","0.351","0.298","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"1148","22a2a","113","322","322","19","15","15","0.255","0.098","0.255","0.059","0.255","0.078","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1149","22a2a","333","121","121","27","4","4","0.236","0.109","0.236","0.127","0.236","0.055","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1150","321","113","213","333","19","20","27","0.345","0.224","0.121","0.121","0.103","0.086","-1","-1","-1","0.189","0.164","0.171","0.152","0.152","0.171","-1","-1","-1","0.166","0.156","0.18","0.16","0.16","0.18","-1","-1","-1"
"1151","332","213","212","212","20","11","11","0.351","0.298","0.123","0.228","-1","-1","-1","-1","-1","0.256","0.256","0.263","0.224","-1","-1","-1","-1","-1","0.245","0.245","0.278","0.231","-1","-1","-1","-1","-1"
"1152","322a","211","211","131","2","2","7","0.351","0.211","0.105","0.211","0.123","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"1153","22b1","122","133","231","13","25","8","0.231","0.077","0.25","0.115","0.096","0.096","0.135","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"1154","333","322","322","322","15","15","15","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"1155","321","222","212","231","14","11","8","0.31","0.103","0.121","0.138","0.224","0.103","-1","-1","-1","0.189","0.152","0.152","0.171","0.164","0.171","-1","-1","-1","0.166","0.16","0.16","0.18","0.156","0.18","-1","-1","-1"
"1156","111","122","233","311","13","26","3","0.091","0.114","0.114","0.114","0.114","0.114","0.114","0.114","0.114","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"1157","22a2a","133","133","212","25","25","11","0.128","0.183","0.183","0.183","0.138","0.183","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"1158","321","232","332","122","17","18","13","0","0","0.25","0.25","0.25","0.25","-1","-1","-1","0.189","0.164","0.171","0.152","0.152","0.171","-1","-1","-1","0.166","0.156","0.18","0.16","0.16","0.18","-1","-1","-1"
"1159","321","223","233","313","23","26","21","0","0.25","0.25","0.25","0","0.25","-1","-1","-1","0.189","0.152","0.152","0.171","0.164","0.171","-1","-1","-1","0.166","0.16","0.16","0.18","0.156","0.18","-1","-1","-1"
"1160","321","123","111","131","22","1","7","0","0.25","0.25","0.25","0.25","0","-1","-1","-1","0.189","0.171","0.152","0.152","0.171","0.164","-1","-1","-1","0.166","0.18","0.16","0.16","0.18","0.156","-1","-1","-1"
"1161","333","322","322","322","15","15","15","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
